TREEID,OBJECTID_1,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,BUILDINGNU,BUILDINGST,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
5228,1302,SPRING STREET,odd,BOWERY,ELIZABETH STREET,5,SPRING STREET,1,1,1,2,3,QUAC,Manhattan,10012,1,102
5234,1303,SPRING STREET,even,ELIZABETH STREET,MOTT STREET,14,SPRING STREET,1,1,1,1,3,ULAM,Manhattan,10012,1,102
5237,1304,SPRING STREET,even,ELIZABETH STREET,MOTT STREET,16,SPRING STREET,1,1,1,1,6,TICO,Manhattan,10012,1,102
5256,1309,SPRING STREET,even,ELIZABETH STREET,MOTT STREET,26,SPRING STREET,1,1,1,2,2,ACPA,Manhattan,10012,1,102
5259,1310,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,1,1,1,1,14,GLTR,Manhattan,10012,1,102
5263,1311,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,3,1,1,1,13,GLTR,Manhattan,10012,1,102
5266,1312,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,4,1,1,1,10,GLTR,Manhattan,10012,1,102
4520,1226,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,1,MILLIGAN PLACE,1,1,3,1,14,AIAL,Manhattan,10011,1,102
4524,1227,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,1,MILLIGAN PLACE,3,1,3,2,3,TADI,Manhattan,10011,1,102
4523,1228,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,1,MILLIGAN PLACE,2,1,3,1,12,AIAL,Manhattan,10011,1,102
4527,1229,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,1,MILLIGAN PLACE,4,1,1,1,16,AIAL,Manhattan,10011,1,102
4531,1230,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,4,MILLIGAN PLACE,1,1,1,1,20,AIAL,Manhattan,10011,1,102
4535,1231,AVENUE OF THE AMERICAS,odd,WEST    9 STREET,WEST   10 STREET,423,AVENUE OF THE AMERICAS,1,9,1,1,15,PLAC,Manhattan,10011,1,102
4539,1232,AVENUE OF THE AMERICAS,odd,WEST    9 STREET,WEST   10 STREET,425,AVENUE OF THE AMERICAS,2,1,1,2,17,ROPS,Manhattan,10011,1,102
4543,1233,AVENUE OF THE AMERICAS,odd,WEST    9 STREET,WEST   10 STREET,425,AVENUE OF THE AMERICAS,1,1,1,2,14,ROPS,Manhattan,10011,1,102
4550,1234,PATCHIN PLACE,even,WEST   10 STREET,none,10,PATCHIN PLACE,1,1,1,1,17,AIAL,Manhattan,10011,1,102
4529,1236,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,3,MILLIGAN PLACE,1,1,1,2,16,AIAL,Manhattan,10011,1,102
4532,1237,MILLIGAN PLACE,,AVENUE OF THE AMERICAS,none,4,MILLIGAN PLACE,2,1,1,1,19,AIAL,Manhattan,10011,1,102
4537,1238,AVENUE OF THE AMERICAS,odd,WEST    9 STREET,WEST   10 STREET,425,AVENUE OF THE AMERICAS,1,1,1,2,6,GIBI,Manhattan,10011,1,102
4541,1239,AVENUE OF THE AMERICAS,odd,WEST    9 STREET,WEST   10 STREET,425,AVENUE OF THE AMERICAS,3,1,1,2,13,ROPS,Manhattan,10011,1,102
4547,1240,AVENUE OF THE AMERICAS,even,WEST    9 STREET,WEST   10 STREET,432,AVENUE OF THE AMERICAS,1,1,1,2,8,GLTR,Manhattan,10011,1,102
5261,1317,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,2,1,1,2,12,GLTR,Manhattan,10012,1,102
5269,1319,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,5,1,1,1,13,GLTR,Manhattan,10012,1,102
5271,1320,SPRING STREET,odd,ELIZABETH STREET,MOTT STREET,21,SPRING STREET,6,1,1,1,9,GLTR,Manhattan,10012,1,102
15396,3165,EAST HOUSTON STREET,odd,CHRYSTIE STREET,FORSYTH STREET,87,EAST HOUSTON STREET,2,1,1,1,4,GLTR,Manhattan,10012,1,102
15399,3166,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,2,4,1,2,6,FRPE,Manhattan,10012,1,102
15401,3167,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,4,4,1,7,0,,Manhattan,10012,1,102
15395,3169,EAST HOUSTON STREET,odd,CHRYSTIE STREET,FORSYTH STREET,87,EAST HOUSTON STREET,1,1,1,1,4,GLTR,Manhattan,10012,1,102
15398,3170,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,1,4,1,2,13,PLAC,Manhattan,10012,1,102
15400,3171,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,3,4,1,2,14,PLAC,Manhattan,10012,1,102
15403,3172,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,5,4,1,2,15,PLAC,Manhattan,10012,1,102
15405,3173,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,7,4,1,2,6,PLAC,Manhattan,10012,1,102
15404,3176,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,6,4,1,2,15,PLAC,Manhattan,10012,1,102
15406,3177,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,85,EAST HOUSTON STREET,8,4,1,2,14,PLAC,Manhattan,10012,1,102
23261,4485,4 AVENUE,even,EAST   12 STREET,EAST   13 STREET,120,4 AVENUE,1,1,1,2,13,ROPS,Manhattan,10003,1,102
23264,4487,4 AVENUE,even,EAST   12 STREET,EAST   13 STREET,120,4 AVENUE,2,1,1,2,10,ROPS,Manhattan,10003,1,102
23269,4488,4 AVENUE,even,EAST   12 STREET,EAST   13 STREET,126,4 AVENUE,1,1,1,2,4,GLTR,Manhattan,10003,1,102
23290,4491,4 AVENUE,even,EAST   12 STREET,EAST   11 STREET,112,4 AVENUE,1,1,1,2,9,GLTR,Manhattan,10003,1,102
23313,4492,4 AVENUE,even,EAST   10 STREET,EAST   11 STREET,94,4 AVENUE,1,5,1,2,18,PYCA,Manhattan,10003,1,102
23268,4494,4 AVENUE,even,EAST   12 STREET,EAST   13 STREET,122,4 AVENUE,1,1,1,2,9,PLAC,Manhattan,10003,1,102
23287,4497,4 AVENUE,even,EAST   12 STREET,EAST   11 STREET,114,4 AVENUE,1,1,1,2,9,GLTR,Manhattan,10003,1,102
23307,4498,4 AVENUE,even,EAST   10 STREET,EAST   11 STREET,94,4 AVENUE,2,5,1,2,8,PYCA,Manhattan,10003,1,102
23316,4499,4 AVENUE,even,EAST   10 STREET,EAST   11 STREET,80,4 AVENUE,1,5,1,2,13,PYCA,Manhattan,10003,1,102
23332,4501,4 AVENUE,even,EAST   10 STREET,EAST    9 STREET,70,EAST   10 STREET,2,2,1,1,15,ROPS,Manhattan,10003,1,102
23328,4502,4 AVENUE,even,EAST   10 STREET,EAST    9 STREET,70,EAST   10 STREET,1,2,1,1,15,ROPS,Manhattan,10003,1,102
23337,4503,4 AVENUE,even,EAST   10 STREET,EAST    9 STREET,70,EAST   10 STREET,3,2,1,1,14,ROPS,Manhattan,10003,1,102
23353,4504,EAST    9 STREET,odd,4 AVENUE,BROADWAY,91,EAST    9 STREET,1,1,1,2,9,GLTR,Manhattan,10003,1,102
23348,4510,4 AVENUE,even,EAST   10 STREET,EAST    9 STREET,91,EAST    9 STREET,1,2,1,1,15,ROPS,Manhattan,10003,1,102
117,1,1 AVENUE,odd,EAST    9 STREET,EAST   10 STREET,151,1 AVENUE,1,1,1,1,11,TITO,Manhattan,10003,2,103
118,2,1 AVENUE,odd,EAST    9 STREET,EAST   10 STREET,155,1 AVENUE,1,1,1,2,9,TITO,Manhattan,10003,2,103
119,3,1 AVENUE,odd,EAST    9 STREET,EAST   10 STREET,155,1 AVENUE,2,1,1,2,12,TITO,Manhattan,10003,2,103
120,4,1 AVENUE,odd,EAST    9 STREET,EAST   10 STREET,159,1 AVENUE,1,1,1,2,3,STJA2,Manhattan,10003,2,103
121,5,1 AVENUE,even,EAST    9 STREET,EAST   10 STREET,150,1 AVENUE,1,1,1,2,5,ULAM,Manhattan,10009,2,103
122,6,1 AVENUE,even,EAST    9 STREET,EAST   10 STREET,150,1 AVENUE,2,1,1,2,14,TITO,Manhattan,10009,2,103
123,7,1 AVENUE,even,EAST    9 STREET,EAST   10 STREET,158,1 AVENUE,1,1,1,2,9,TICO,Manhattan,10009,2,103
124,8,1 AVENUE,even,EAST    9 STREET,EAST   10 STREET,160,1 AVENUE,1,1,1,2,6,TITO,Manhattan,10009,2,103
125,9,1 AVENUE,even,EAST   11 STREET,EAST   12 STREET,192,1 AVENUE,1,1,1,2,8,PYCA,Manhattan,10009,2,103
126,10,1 AVENUE,even,EAST   10 STREET,EAST   11 STREET,174,1 AVENUE,1,1,1,2,9,STJA2,Manhattan,10009,2,103
127,11,1 AVENUE,even,EAST   10 STREET,EAST   11 STREET,178,1 AVENUE,1,1,1,3,15,STJA2,Manhattan,10009,2,103
128,12,1 AVENUE,odd,EAST   10 STREET,EAST   11 STREET,165,1 AVENUE,1,1,1,3,7,QURU,Manhattan,10003,2,103
129,13,1 AVENUE,odd,EAST   10 STREET,EAST   11 STREET,167,1 AVENUE,1,1,1,3,6,GLTR,Manhattan,10003,2,103
130,14,1 AVENUE,odd,EAST   10 STREET,EAST   11 STREET,173,1 AVENUE,1,1,1,2,6,TICO,Manhattan,10003,2,103
3304,1014,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,101,EAST    4 STREET,2,1,1,1,10,GLTR,Manhattan,10003,2,103
3307,1015,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,107,EAST    4 STREET,1,1,1,2,9,TICO,Manhattan,10003,2,103
3309,1016,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,113,EAST    4 STREET,1,1,1,2,9,TICO,Manhattan,10003,2,103
3311,1017,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,113,EAST    4 STREET,3,1,1,2,8,TICO,Manhattan,10003,2,103
3313,1018,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,125,EAST    4 STREET,1,1,1,1,11,GLTR,Manhattan,10003,2,103
3315,1019,EAST    4 STREET,odd,1 AVENUE,2 AVENUE,133,EAST    4 STREET,1,1,1,2,6,ZESE,Manhattan,10003,2,103
3318,1020,EAST    4 STREET,even,1 AVENUE,2 AVENUE,86,EAST    4 STREET,2,1,1,1,8,GLTR,Manhattan,10003,2,103
3316,1021,EAST    4 STREET,even,1 AVENUE,2 AVENUE,86,EAST    4 STREET,1,1,1,1,8,GLTR,Manhattan,10003,2,103
3319,1022,EAST    4 STREET,even,1 AVENUE,2 AVENUE,86,EAST    4 STREET,3,1,1,1,8,GLTR,Manhattan,10003,2,103
3321,1023,EAST    4 STREET,even,1 AVENUE,2 AVENUE,88,EAST    4 STREET,1,1,1,1,3,PYCA,Manhattan,10003,2,103
3323,1024,EAST    4 STREET,even,1 AVENUE,2 AVENUE,96,EAST    4 STREET,1,1,1,2,4,TICO,Manhattan,10003,2,103
3325,1025,EAST    4 STREET,even,1 AVENUE,2 AVENUE,100,EAST    4 STREET,1,1,1,2,9,TICO,Manhattan,10003,2,103
3327,1026,EAST    4 STREET,even,1 AVENUE,2 AVENUE,104,EAST    4 STREET,2,1,1,2,9,TICO,Manhattan,10003,2,103
3329,1027,EAST    4 STREET,even,1 AVENUE,2 AVENUE,112,EAST    4 STREET,1,1,1,2,8,GLTR,Manhattan,10003,2,103
3331,1028,EAST    4 STREET,even,1 AVENUE,2 AVENUE,120,EAST    4 STREET,2,1,1,1,9,TICO,Manhattan,10003,2,103
3320,1029,EAST    4 STREET,even,1 AVENUE,2 AVENUE,86,EAST    4 STREET,4,1,1,1,9,TICO,Manhattan,10003,2,103
3322,1030,EAST    4 STREET,even,1 AVENUE,2 AVENUE,88,EAST    4 STREET,2,1,1,2,10,TICO,Manhattan,10003,2,103
3324,1031,EAST    4 STREET,even,1 AVENUE,2 AVENUE,98,EAST    4 STREET,1,1,1,3,8,GLTR,Manhattan,10003,2,103
3326,1032,EAST    4 STREET,even,1 AVENUE,2 AVENUE,104,EAST    4 STREET,1,1,1,1,6,TICO,Manhattan,10003,2,103
3328,1033,EAST    4 STREET,even,1 AVENUE,2 AVENUE,108,EAST    4 STREET,1,1,1,2,8,TICO,Manhattan,10003,2,103
3330,1034,EAST    4 STREET,even,1 AVENUE,2 AVENUE,120,EAST    4 STREET,1,1,1,1,9,TICO,Manhattan,10003,2,103
3332,1035,EAST    4 STREET,even,1 AVENUE,2 AVENUE,120,EAST    4 STREET,3,1,1,1,5,GIBI,Manhattan,10003,2,103
3334,1036,EAST    4 STREET,even,1 AVENUE,2 AVENUE,130,EAST    4 STREET,1,1,1,1,6,ZESE,Manhattan,10003,2,103
3333,1037,EAST    4 STREET,even,1 AVENUE,2 AVENUE,128,EAST    4 STREET,1,1,1,2,6,ZESE,Manhattan,10003,2,103
3352,1052,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,80,1 AVENUE,1,2,3,1,12,PLAC,Manhattan,10009,2,103
3353,1054,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,80,1 AVENUE,2,2,3,2,7,SYRE,Manhattan,10009,2,103
3355,1055,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,80,1 AVENUE,4,2,3,2,5,UL,Manhattan,10009,2,103
3357,1056,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,151,EAST    4 STREET,1,1,3,1,17,PLAC,Manhattan,10009,2,103
3359,1057,EAST    4 STREET,odd,1 AVENUE,AVENUE A,155,EAST    4 STREET,1,2,3,1,16,PLAC,Manhattan,10009,2,103
3361,1058,EAST    4 STREET,odd,1 AVENUE,AVENUE A,155,EAST    4 STREET,2,1,3,2,6,UL,Manhattan,10009,2,103
3363,1059,EAST    4 STREET,odd,1 AVENUE,AVENUE A,155,EAST    4 STREET,2,2,3,1,19,PLAC,Manhattan,10009,2,103
3365,1060,EAST    4 STREET,odd,1 AVENUE,AVENUE A,165,EAST    4 STREET,2,1,3,1,13,PLAC,Manhattan,10009,2,103
3354,1061,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,80,1 AVENUE,3,2,3,3,11,UL,Manhattan,10009,2,103
3356,1062,EAST    4 STREET,odd,EAST    1 STREET,AVENUE A,80,1 AVENUE,5,2,3,2,13,PLAC,Manhattan,10009,2,103
3358,1063,EAST    4 STREET,odd,1 AVENUE,AVENUE A,151,EAST    4 STREET,2,1,3,1,17,PLAC,Manhattan,10009,2,103
3360,1064,EAST    4 STREET,odd,1 AVENUE,AVENUE A,155,EAST    4 STREET,1,1,3,1,15,PLAC,Manhattan,10009,2,103
3362,1065,EAST    4 STREET,odd,1 AVENUE,AVENUE A,155,EAST    4 STREET,3,1,3,1,11,UL,Manhattan,10009,2,103
3364,1066,EAST    4 STREET,odd,1 AVENUE,AVENUE A,165,EAST    4 STREET,1,1,3,1,15,PLAC,Manhattan,10009,2,103
3366,1067,EAST    4 STREET,odd,1 AVENUE,AVENUE A,175,EAST    4 STREET,1,1,3,1,8,PLAC,Manhattan,10009,2,103
3368,1068,EAST    4 STREET,odd,1 AVENUE,AVENUE A,175,EAST    4 STREET,3,1,3,2,5,UNK,Manhattan,10009,2,103
3367,1069,EAST    4 STREET,odd,1 AVENUE,AVENUE A,175,EAST    4 STREET,2,1,3,1,5,UL,Manhattan,10009,2,103
3369,1070,EAST    4 STREET,odd,1 AVENUE,AVENUE A,175,EAST    4 STREET,4,1,3,1,10,UNK,Manhattan,10009,2,103
3371,1071,EAST    4 STREET,even,1 AVENUE,AVENUE A,60,1 AVENUE,2,2,3,1,17,PLAC,Manhattan,10009,2,103
3373,1072,EAST    4 STREET,even,1 AVENUE,AVENUE A,140,EAST    4 STREET,1,1,3,1,20,PLAC,Manhattan,10009,2,103
3375,1073,EAST    4 STREET,even,1 AVENUE,AVENUE A,150,EAST    4 STREET,2,1,1,1,3,PYCA,Manhattan,10009,2,103
3377,1074,AVENUE A,even,EAST    1 STREET,EAST    2 STREET,20,AVENUE A,1,1,1,2,5,UNK,Manhattan,10009,2,103
3379,1075,AVENUE A,odd,EAST    2 STREET,EAST    3 STREET,29,AVENUE A,2,1,1,1,7,UNK,Manhattan,10009,2,103
3381,1076,AVENUE A,even,EAST    2 STREET,EAST    3 STREET,24,AVENUE A,1,1,1,1,2,GIBI,Manhattan,10009,2,103
3370,1077,EAST    4 STREET,even,1 AVENUE,AVENUE A,60,1 AVENUE,1,2,3,1,16,PLAC,Manhattan,10009,2,103
3372,1078,EAST    4 STREET,even,1 AVENUE,AVENUE A,60,1 AVENUE,3,2,3,1,7,UNK,Manhattan,10009,2,103
3374,1079,EAST    4 STREET,even,1 AVENUE,AVENUE A,150,EAST    4 STREET,1,1,1,1,3,PYCA,Manhattan,10009,2,103
3376,1080,AVENUE A,odd,EAST    1 STREET,EAST    2 STREET,15,AVENUE A,1,1,1,2,24,QUPH,Manhattan,10009,2,103
3378,1081,AVENUE A,odd,EAST    2 STREET,EAST    3 STREET,29,AVENUE A,1,1,1,2,7,UNK,Manhattan,10009,2,103
3380,1082,AVENUE A,odd,EAST    2 STREET,EAST    3 STREET,35,AVENUE A,1,1,1,2,5,GLTR,Manhattan,10009,2,103
3382,1083,AVENUE A,even,EAST    2 STREET,EAST    3 STREET,32,AVENUE A,1,1,1,2,4,UNK,Manhattan,10009,2,103
3384,1084,AVENUE A,odd,EAST    3 STREET,EAST    4 STREET,45,AVENUE A,1,1,1,2,6,GLTR,Manhattan,10009,2,103
3383,1085,AVENUE A,even,EAST    2 STREET,EAST    3 STREET,36B,AVENUE A,1,1,1,2,11,TICO,Manhattan,10009,2,103
3385,1086,AVENUE A,odd,EAST    3 STREET,EAST    4 STREET,49,AVENUE A,1,1,1,2,5,GLTR,Manhattan,10009,2,103
3386,1093,AVENUE A,odd,EAST    3 STREET,EAST    4 STREET,172,EAST    4 STREET,1,2,1,2,9,GIBI,Manhattan,10009,2,103
6681,1377,EAST    3 STREET,odd,BOWERY,2 AVENUE,7,EAST    3 STREET,1,1,1,2,5,PYCA,Manhattan,10003,2,103
6683,1378,EAST    3 STREET,odd,BOWERY,2 AVENUE,11,EAST    3 STREET,1,1,1,2,4,GLTR,Manhattan,10003,2,103
6685,1379,EAST    3 STREET,odd,BOWERY,2 AVENUE,21,EAST    3 STREET,1,1,1,1,3,GIBI,Manhattan,10003,2,103
6687,1380,EAST    3 STREET,odd,BOWERY,2 AVENUE,25,EAST    3 STREET,1,1,1,4,2,,Manhattan,10003,2,103
6689,1381,EAST    3 STREET,even,BOWERY,2 AVENUE,8,EAST    3 STREET,1,1,1,2,4,PYCA,Manhattan,10003,2,103
6691,1382,EAST    3 STREET,even,BOWERY,2 AVENUE,8,EAST    3 STREET,3,1,1,2,4,ZESE,Manhattan,10003,2,103
6682,1383,EAST    3 STREET,odd,BOWERY,2 AVENUE,7,EAST    3 STREET,2,1,1,2,4,PYCA,Manhattan,10003,2,103
6684,1525,EAST    3 STREET,odd,BOWERY,2 AVENUE,13,EAST    3 STREET,1,1,1,1,4,GLTR,Manhattan,10003,2,103
6686,1526,EAST    3 STREET,odd,BOWERY,2 AVENUE,23,EAST    3 STREET,1,1,1,2,2,GLTR,Manhattan,10003,2,103
6688,1527,EAST    3 STREET,odd,BOWERY,2 AVENUE,53,EAST    3 STREET,1,2,1,2,9,GLTR,Manhattan,10003,2,103
6690,1528,EAST    3 STREET,even,BOWERY,2 AVENUE,8,EAST    3 STREET,2,1,1,6,3,,Manhattan,10003,2,103
6692,1529,EAST    3 STREET,even,BOWERY,2 AVENUE,8,EAST    3 STREET,4,1,1,2,5,ZESE,Manhattan,10003,2,103
6694,1530,EAST    3 STREET,even,BOWERY,2 AVENUE,24,EAST    3 STREET,2,1,1,2,4,ZESE,Manhattan,10003,2,103
6696,1531,EAST    3 STREET,even,2 AVENUE,1 AVENUE,44,EAST    3 STREET,1,1,1,1,6,GIBI,Manhattan,10003,2,103
6693,1532,EAST    3 STREET,even,BOWERY,2 AVENUE,24,EAST    3 STREET,1,1,1,4,2,,Manhattan,10003,2,103
6695,1533,EAST    3 STREET,even,2 AVENUE,1 AVENUE,40-42,EAST    3 STREET,1,1,1,2,10,GLTR,Manhattan,10003,2,103
6697,1534,EAST    3 STREET,even,1 AVENUE,2 AVENUE,46,EAST    3 STREET,1,1,1,2,6,GLTR,Manhattan,10003,2,103
6699,1535,EAST    3 STREET,even,1 AVENUE,2 AVENUE,54,EAST    3 STREET,1,1,1,1,12,PLAC,Manhattan,10003,2,103
6701,1536,EAST    3 STREET,even,2 AVENUE,1 AVENUE,64,EAST    3 STREET,1,1,1,2,9,GLTR,Manhattan,10003,2,103
6722,1537,EAST    3 STREET,even,1 AVENUE,2 AVENUE,72-74,EAST    3 STREET,1,1,1,1,7,GLTR,Manhattan,10003,2,103
6724,1538,EAST    3 STREET,even,1 AVENUE,2 AVENUE,78,EAST    3 STREET,1,1,1,2,8,GLTR,Manhattan,10003,2,103
6726,1539,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,45,EAST    3 STREET,1,1,1,2,9,PYCA,Manhattan,10003,2,103
6698,1540,EAST    3 STREET,even,1 AVENUE,2 AVENUE,48,EAST    3 STREET,1,1,1,2,8,GLTR,Manhattan,10003,2,103
6700,1541,EAST    3 STREET,even,1 AVENUE,2 AVENUE,58,EAST    3 STREET,1,1,1,2,7,GLTR,Manhattan,10003,2,103
6720,1542,EAST    3 STREET,even,1 AVENUE,2 AVENUE,64,EAST    3 STREET,1,1,1,2,9,GLTR,Manhattan,10003,2,103
6723,1543,EAST    3 STREET,even,1 AVENUE,2 AVENUE,72-74,EAST    3 STREET,2,1,1,2,8,GLTR,Manhattan,10003,2,103
6725,1544,EAST    3 STREET,even,1 AVENUE,2 AVENUE,88,EAST    3 STREET,1,1,1,2,6,GLTR,Manhattan,10003,2,103
6727,1545,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,47-49,EAST    3 STREET,1,1,1,3,6,PYCA,Manhattan,10003,2,103
6729,1546,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,57,EAST    3 STREET,1,1,1,6,5,,Manhattan,10003,2,103
6731,1547,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,81,EAST    3 STREET,1,1,1,2,2,GLTR,Manhattan,10003,2,103
6728,1548,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,55,EAST    3 STREET,1,1,1,2,8,TICO,Manhattan,10003,2,103
6730,1549,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,67,EAST    3 STREET,1,1,1,2,3,GLTR,Manhattan,10003,2,103
6732,1550,EAST    3 STREET,odd,1 AVENUE,2 AVENUE,81,EAST    3 STREET,2,1,1,2,2,GLTR,Manhattan,10003,2,103
6737,1551,EAST    3 STREET,odd,1 AVENUE,AVENUE A,114,EAST    3 STREET,1,4,1,1,3,PYCA,Manhattan,10009,2,103
15366,3140,EAST    1 STREET,even,2 AVENUE,1 AVENUE,72,EAST    1 STREET,2,1,1,2,6,TICO,Manhattan,10003,2,103
15368,3141,EAST    1 STREET,odd,1 AVENUE,AVENUE A,106,EAST    1 STREET,1,4,1,2,9,FRPE,Manhattan,10009,2,103
15370,3142,EAST    1 STREET,even,1 AVENUE,AVENUE A,86,EAST    1 STREET,2,1,1,2,9,ULAM,Manhattan,10009,2,103
15373,3143,EAST    1 STREET,even,1 AVENUE,AVENUE A,86,EAST    1 STREET,4,1,1,2,11,PYCA,Manhattan,10009,2,103
15367,3144,EAST    1 STREET,even,2 AVENUE,1 AVENUE,72,EAST    1 STREET,3,1,1,1,9,TICO,Manhattan,10003,2,103
15369,3145,EAST    1 STREET,even,1 AVENUE,AVENUE A,86,EAST    1 STREET,1,1,1,2,6,QUPA,Manhattan,10009,2,103
15372,3146,EAST    1 STREET,even,1 AVENUE,AVENUE A,86,EAST    1 STREET,3,1,1,2,10,ULAM,Manhattan,10009,2,103
15335,3109,EAST    2 STREET,odd,1 AVENUE,AVENUE A,101,EAST    2 STREET,1,1,1,2,15,GLTR,Manhattan,10009,2,103
15337,3110,EAST    2 STREET,odd,1 AVENUE,AVENUE A,109,EAST    2 STREET,1,1,1,2,15,ROPS,Manhattan,10009,2,103
15339,3111,EAST    2 STREET,odd,1 AVENUE,AVENUE A,115,EAST    2 STREET,1,1,1,2,15,ROPS,Manhattan,10009,2,103
15334,3112,EAST    2 STREET,odd,1 AVENUE,AVENUE A,89-91,EAST    2 STREET,1,1,1,2,10,ROPS,Manhattan,10009,2,103
15336,3113,EAST    2 STREET,odd,1 AVENUE,AVENUE A,103,EAST    2 STREET,1,1,1,3,18,GLTR,Manhattan,10009,2,103
15338,3114,EAST    2 STREET,odd,1 AVENUE,AVENUE A,113,EAST    2 STREET,1,1,1,2,12,ROPS,Manhattan,10009,2,103
15340,3115,EAST    2 STREET,odd,1 AVENUE,AVENUE A,94,EAST    1 STREET,1,3,1,2,15,ROPS,Manhattan,10009,2,103
15342,3116,EAST    2 STREET,odd,1 AVENUE,AVENUE A,137,EAST    2 STREET,1,1,1,1,16,GLTR,Manhattan,10009,2,103
15344,3117,EAST    1 STREET,even,BOWERY,2 AVENUE,6-10,EAST    1 STREET,1,1,1,1,8,TICO,Manhattan,10003,2,103
15346,3118,EAST    1 STREET,even,BOWERY,2 AVENUE,6-10,EAST    1 STREET,3,1,1,4,0,,Manhattan,10003,2,103
15348,3119,EAST    1 STREET,odd,2 AVENUE,1 AVENUE,18,2 AVENUE,2,2,1,2,7,TICO,Manhattan,10003,2,103
15341,3120,EAST    2 STREET,odd,1 AVENUE,AVENUE A,135,EAST    2 STREET,1,1,1,7,0,,Manhattan,10009,2,103
15343,3121,EAST    2 STREET,odd,1 AVENUE,AVENUE A,137,EAST    2 STREET,2,1,1,1,18,GLTR,Manhattan,10009,2,103
15374,3147,EAST    1 STREET,even,1 AVENUE,AVENUE A,86,EAST    1 STREET,5,1,1,2,14,PYCA,Manhattan,10009,2,103
15376,3148,EAST    1 STREET,even,1 AVENUE,AVENUE A,94,EAST    1 STREET,2,1,1,2,13,FRPE,Manhattan,10009,2,103
15375,3152,EAST    1 STREET,even,1 AVENUE,AVENUE A,94,EAST    1 STREET,1,1,1,1,3,ZESE,Manhattan,10009,2,103
15378,3153,EAST    1 STREET,even,1 AVENUE,AVENUE A,94,EAST    1 STREET,3,1,1,2,10,FRPE,Manhattan,10009,2,103
15407,3174,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,135,EAST HOUSTON STREET,1,4,1,2,8,FRPE,Manhattan,10002,2,103
15409,3175,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,139,EAST HOUSTON STREET,1,4,1,7,0,,Manhattan,10002,2,103
15408,3178,EAST HOUSTON STREET,even,2 AVENUE,1 AVENUE,137,EAST HOUSTON STREET,1,4,1,2,17,PLAC,Manhattan,10002,2,103
15410,3179,EAST HOUSTON STREET,odd,FORSYTH STREET,ELDRIDGE STREET,143,EAST HOUSTON STREET,1,1,1,2,3,GLTR,Manhattan,10002,2,103
15412,3180,EAST HOUSTON STREET,odd,FORSYTH STREET,ELDRIDGE STREET,135,EAST HOUSTON STREET,1,6,2,2,8,FRPE,Manhattan,10002,2,103
15414,3181,EAST HOUSTON STREET,odd,FORSYTH STREET,ELDRIDGE STREET,143,EAST HOUSTON STREET,2,6,2,2,7,ROPS,Manhattan,10002,2,103
